Movie_Title,Genre,Year,Budget_Million,Box_Office_Million,IMDb_Rating,Director,Main_Actor,Runtime_Minutes
Movie 4932,Comedy,1982,102,502,6.2,Christopher Nolan,Christian Bale,77
Movie 4933,Comedy,2007,175,437,3.8,James Cameron,Natalie Portman,107
Movie 4934,Thriller,2010,255,725,7.0,Martin Scorsese,Denzel Washington,76
Movie 4935,Action,2006,176,552,4.8,Martin Scorsese,Brad Pitt,159
Movie 4936,Thriller,2010,50,746,3.8,Denis Villeneuve,Leonardo DiCaprio,156
Movie 4937,Sci-Fi,2011,240,362,4.9,Sofia Coppola,Robert Downey Jr.,176
Movie 4938,Horror,2004,64,664,8.3,Martin Scorsese,Tom Hanks,95
Movie 4939,Action,2016,9,160,6.5,James Cameron,Robert Downey Jr.,129
Movie 4940,Documentary,2004,218,453,4.5,Greta Gerwig,Tom Hanks,115
Movie 4941,Drama,1994,213,165,8.0,James Cameron,Robert Downey Jr.,107
Movie 4942,Drama,2007,275,584,8.5,Quentin Tarantino,Tom Hanks,119
Movie 4943,Documentary,2009,131,392,8.2,Sofia Coppola,Emma Stone,119
Movie 4944,Action,1986,19,644,6.8,Sofia Coppola,Denzel Washington,134
Movie 4945,Sci-Fi,2015,191,30,5.5,Quentin Tarantino,Natalie Portman,145
Movie 4946,Comedy,1989,270,922,5.7,Denis Villeneuve,Leonardo DiCaprio,142
Movie 4947,Drama,2000,55,948,4.7,Martin Scorsese,Emma Stone,130
Movie 4948,Horror,2015,69,357,5.5,Christopher Nolan,Robert Downey Jr.,99
Movie 4949,Comedy,1991,177,832,6.6,Greta Gerwig,Christian Bale,176
Movie 4950,Romance,2011,90,810,9.0,Greta Gerwig,Robert Downey Jr.,158
Movie 4951,Thriller,2020,252,992,5.1,Greta Gerwig,Scarlett Johansson,121
Movie 4952,Romance,2022,233,174,5.2,Steven Spielberg,Meryl Streep,98
Movie 4953,Documentary,2018,101,300,4.5,Quentin Tarantino,Leonardo DiCaprio,113
Movie 4954,Romance,2006,120,738,6.9,Wes Anderson,Brad Pitt,126
Movie 4955,Thriller,1997,34,735,4.3,Wes Anderson,Robert Downey Jr.,113
Movie 4956,Romance,1992,102,570,4.9,Steven Spielberg,Emma Stone,159
Movie 4957,Horror,1987,36,101,6.9,Jordan Peele,Natalie Portman,152
Movie 4958,Drama,2017,205,647,8.0,Christopher Nolan,Scarlett Johansson,149
Movie 4959,Horror,2016,42,916,8.6,James Cameron,Christian Bale,94
Movie 4960,Sci-Fi,1980,203,137,4.4,Quentin Tarantino,Emma Stone,177
Movie 4961,Drama,1983,3,28,4.1,Christopher Nolan,Christian Bale,148
Movie 4962,Sci-Fi,1990,10,537,3.7,Wes Anderson,Denzel Washington,130
Movie 4963,Horror,2014,198,848,4.0,Greta Gerwig,Tom Hanks,142
Movie 4964,Action,2022,248,680,5.7,Denis Villeneuve,Denzel Washington,106
Movie 4965,Sci-Fi,2015,228,36,9.4,James Cameron,Meryl Streep,177
Movie 4966,Horror,2016,162,883,6.9,Wes Anderson,Christian Bale,95
Movie 4967,Horror,1981,240,684,5.9,Jordan Peele,Brad Pitt,130
Movie 4968,Comedy,2016,74,941,7.9,James Cameron,Meryl Streep,124
Movie 4969,Comedy,2023,108,238,7.0,Sofia Coppola,Robert Downey Jr.,124
Movie 4970,Horror,2009,275,749,4.0,Greta Gerwig,Emma Stone,132
Movie 4971,Action,2023,49,57,4.1,Denis Villeneuve,Natalie Portman,172
Movie 4972,Comedy,2006,178,9,8.1,Quentin Tarantino,Natalie Portman,97
Movie 4973,Horror,2002,216,589,6.4,Sofia Coppola,Emma Stone,76
Movie 4974,Drama,2004,276,292,3.9,Christopher Nolan,Scarlett Johansson,170
Movie 4975,Horror,2021,87,745,5.4,Christopher Nolan,Emma Stone,146
Movie 4976,Romance,2013,3,489,4.2,Steven Spielberg,Christian Bale,175
Movie 4977,Animation,1991,291,931,6.0,Quentin Tarantino,Natalie Portman,109
Movie 4978,Thriller,1993,131,262,4.9,Christopher Nolan,Natalie Portman,125
Movie 4979,Drama,1997,131,626,6.0,Steven Spielberg,Scarlett Johansson,125
Movie 4980,Animation,1986,168,412,5.2,Sofia Coppola,Leonardo DiCaprio,93
Movie 4981,Animation,2023,203,906,3.9,Jordan Peele,Leonardo DiCaprio,140
Movie 4982,Drama,2000,261,153,4.9,Sofia Coppola,Meryl Streep,130
Movie 4983,Documentary,1999,112,354,4.7,Denis Villeneuve,Tom Hanks,77
Movie 4984,Animation,2022,176,663,4.4,Greta Gerwig,Robert Downey Jr.,100
Movie 4985,Documentary,1992,34,223,4.1,Steven Spielberg,Denzel Washington,96
Movie 4986,Comedy,2022,72,778,7.4,Steven Spielberg,Brad Pitt,139
Movie 4987,Action,2010,74,379,7.4,Steven Spielberg,Meryl Streep,120
Movie 4988,Drama,2013,249,919,7.0,Wes Anderson,Denzel Washington,76
Movie 4989,Documentary,2015,120,331,6.1,Christopher Nolan,Tom Hanks,172
Movie 4990,Animation,2017,28,412,6.9,James Cameron,Natalie Portman,144
Movie 4991,Horror,2021,193,848,4.1,Quentin Tarantino,Scarlett Johansson,94
Movie 4992,Action,2006,13,61,5.2,Denis Villeneuve,Tom Hanks,129
Movie 4993,Documentary,1995,136,930,5.0,James Cameron,Robert Downey Jr.,158
Movie 4994,Action,1991,125,285,8.2,Sofia Coppola,Meryl Streep,118
Movie 4995,Romance,2011,175,328,3.8,Wes Anderson,Christian Bale,140
Movie 4996,Thriller,1988,176,734,7.3,Christopher Nolan,Leonardo DiCaprio,147
Movie 4997,Horror,2015,82,568,9.0,Quentin Tarantino,Robert Downey Jr.,152
Movie 4998,Comedy,2004,53,78,8.2,Wes Anderson,Natalie Portman,155
Movie 4999,Documentary,1999,285,575,6.3,Wes Anderson,Tom Hanks,114
Movie 5000,Sci-Fi,2009,157,618,6.4,Steven Spielberg,Leonardo DiCaprio,125
Movie 5001,Sci-Fi,1999,236,327,4.1,Jordan Peele,Tom Hanks,154
Movie 5002,Horror,2009,105,786,3.9,Sofia Coppola,Robert Downey Jr.,84
Movie 5003,Romance,2007,176,262,7.4,Martin Scorsese,Meryl Streep,95
Movie 5004,Sci-Fi,2019,148,46,5.2,Wes Anderson,Scarlett Johansson,132
Movie 5005,Comedy,1993,298,525,8.5,Wes Anderson,Natalie Portman,99
Movie 5006,Horror,1981,112,189,9.3,Sofia Coppola,Brad Pitt,96
Movie 5007,Documentary,2018,45,758,6.1,Wes Anderson,Scarlett Johansson,128
Movie 5008,Thriller,1995,231,546,6.4,Denis Villeneuve,Tom Hanks,78
Movie 5009,Animation,2016,43,136,4.1,Denis Villeneuve,Christian Bale,131
Movie 5010,Documentary,1994,62,210,5.0,Wes Anderson,Leonardo DiCaprio,121
Movie 5011,Comedy,2015,3,65,6.3,Denis Villeneuve,Meryl Streep,79
Movie 5012,Horror,2006,80,416,7.1,Quentin Tarantino,Natalie Portman,155
Movie 5013,Romance,2009,56,463,5.4,Wes Anderson,Scarlett Johansson,91
Movie 5014,Thriller,2014,210,300,8.3,Jordan Peele,Denzel Washington,137
Movie 5015,Documentary,2005,117,6,4.4,Sofia Coppola,Christian Bale,126
Movie 5016,Thriller,1991,88,271,4.6,Steven Spielberg,Emma Stone,120
Movie 5017,Romance,2012,228,661,8.9,Steven Spielberg,Leonardo DiCaprio,110
Movie 5018,Documentary,2018,257,325,6.8,Martin Scorsese,Emma Stone,166
Movie 5019,Animation,1981,95,131,4.0,Quentin Tarantino,Meryl Streep,81
Movie 5020,Documentary,2013,143,336,6.0,James Cameron,Denzel Washington,99
Movie 5021,Comedy,2021,75,93,5.8,Wes Anderson,Tom Hanks,130
Movie 5022,Sci-Fi,1990,207,877,3.7,Martin Scorsese,Meryl Streep,165
Movie 5023,Romance,1995,91,969,6.0,Martin Scorsese,Tom Hanks,112
Movie 5024,Documentary,2002,54,470,5.5,Greta Gerwig,Natalie Portman,147
Movie 5025,Romance,2010,221,308,5.3,Jordan Peele,Robert Downey Jr.,126
Movie 5026,Documentary,2022,166,490,6.2,Denis Villeneuve,Scarlett Johansson,175
Movie 5027,Animation,2000,216,341,3.7,Steven Spielberg,Brad Pitt,86
Movie 5028,Action,1992,23,744,3.8,Steven Spielberg,Leonardo DiCaprio,177
Movie 5029,Comedy,2018,60,199,3.8,Jordan Peele,Natalie Portman,89
Movie 5030,Drama,2008,181,918,9.4,Greta Gerwig,Tom Hanks,127
Movie 5031,Comedy,1997,240,846,7.6,Christopher Nolan,Tom Hanks,77
Movie 5032,Sci-Fi,1995,89,739,9.2,James Cameron,Scarlett Johansson,112
Movie 5033,Thriller,2005,140,325,5.3,Christopher Nolan,Leonardo DiCaprio,140
Movie 5034,Animation,2018,186,416,4.1,Martin Scorsese,Christian Bale,100
Movie 5035,Documentary,1983,101,529,8.2,Martin Scorsese,Natalie Portman,95
Movie 5036,Thriller,2014,26,551,5.9,Sofia Coppola,Emma Stone,175
Movie 5037,Drama,2015,55,776,6.8,Martin Scorsese,Meryl Streep,80
Movie 5038,Horror,1995,213,365,9.3,Denis Villeneuve,Robert Downey Jr.,143
Movie 5039,Sci-Fi,2005,256,471,4.2,Denis Villeneuve,Natalie Portman,132
Movie 5040,Animation,2023,224,318,8.8,Christopher Nolan,Emma Stone,107
Movie 5041,Documentary,1992,296,844,9.0,Wes Anderson,Tom Hanks,155
Movie 5042,Drama,2008,227,396,9.3,Denis Villeneuve,Natalie Portman,119
Movie 5043,Animation,1981,261,712,4.7,Wes Anderson,Brad Pitt,176
Movie 5044,Action,2005,271,421,8.5,James Cameron,Tom Hanks,140
Movie 5045,Documentary,2014,4,246,9.0,Sofia Coppola,Tom Hanks,105
Movie 5046,Action,1981,215,579,4.5,Christopher Nolan,Denzel Washington,98
Movie 5047,Romance,2002,228,394,4.4,Martin Scorsese,Christian Bale,158
Movie 5048,Sci-Fi,2007,236,923,6.8,Greta Gerwig,Christian Bale,82
Movie 5049,Action,2005,281,614,6.2,James Cameron,Tom Hanks,169
Movie 5050,Thriller,2009,118,434,6.6,Christopher Nolan,Meryl Streep,135
Movie 5051,Documentary,1994,68,688,9.1,Christopher Nolan,Brad Pitt,106
Movie 5052,Sci-Fi,2016,62,777,8.7,Sofia Coppola,Meryl Streep,160
Movie 5053,Action,2003,263,8,7.2,Martin Scorsese,Meryl Streep,130
Movie 5054,Action,2007,41,921,5.4,Quentin Tarantino,Brad Pitt,154
Movie 5055,Comedy,2021,168,525,3.7,Greta Gerwig,Emma Stone,155
Movie 5056,Drama,2016,47,101,4.9,James Cameron,Tom Hanks,128
Movie 5057,Horror,1985,281,898,9.3,Denis Villeneuve,Leonardo DiCaprio,160
Movie 5058,Drama,2004,61,95,5.3,Quentin Tarantino,Robert Downey Jr.,172
Movie 5059,Animation,1993,219,455,4.3,Jordan Peele,Robert Downey Jr.,75
Movie 5060,Documentary,1996,176,193,8.3,Martin Scorsese,Robert Downey Jr.,75
Movie 5061,Animation,1992,225,759,6.7,Sofia Coppola,Scarlett Johansson,150
Movie 5062,Drama,1987,111,791,7.6,Christopher Nolan,Meryl Streep,84
Movie 5063,Romance,1981,25,354,3.8,Steven Spielberg,Tom Hanks,81
Movie 5064,Animation,1993,192,55,8.9,Denis Villeneuve,Scarlett Johansson,85
Movie 5065,Thriller,2005,222,785,9.4,Quentin Tarantino,Robert Downey Jr.,95
Movie 5066,Horror,2022,182,322,8.4,Martin Scorsese,Meryl Streep,159
Movie 5067,Documentary,2006,115,521,5.6,Jordan Peele,Leonardo DiCaprio,90
Movie 5068,Action,2011,169,594,8.8,Martin Scorsese,Denzel Washington,162
Movie 5069,Drama,2015,164,105,7.7,James Cameron,Leonardo DiCaprio,101
Movie 5070,Action,1980,58,395,4.4,Jordan Peele,Christian Bale,142
Movie 5071,Sci-Fi,2018,240,447,8.6,Quentin Tarantino,Scarlett Johansson,152
Movie 5072,Comedy,2003,143,860,4.2,Greta Gerwig,Brad Pitt,140
Movie 5073,Comedy,1985,232,353,3.6,Martin Scorsese,Emma Stone,129
Movie 5074,Action,2004,143,802,8.1,Quentin Tarantino,Tom Hanks,140
Movie 5075,Action,2009,240,409,8.6,Sofia Coppola,Denzel Washington,140
Movie 5076,Comedy,1981,55,845,7.8,Quentin Tarantino,Leonardo DiCaprio,136
Movie 5077,Drama,2016,87,839,7.7,Wes Anderson,Christian Bale,130
Movie 5078,Thriller,2013,288,521,9.0,Quentin Tarantino,Robert Downey Jr.,154
Movie 5079,Drama,1985,8,521,8.5,Steven Spielberg,Brad Pitt,161
Movie 5080,Drama,1984,131,187,3.8,Greta Gerwig,Meryl Streep,83
Movie 5081,Drama,1998,167,385,8.4,Martin Scorsese,Scarlett Johansson,170
Movie 5082,Comedy,2000,91,523,6.7,Steven Spielberg,Brad Pitt,178
Movie 5083,Romance,2002,15,763,5.2,Jordan Peele,Christian Bale,175
Movie 5084,Documentary,2016,20,917,9.4,Quentin Tarantino,Christian Bale,140
Movie 5085,Animation,1994,113,419,9.4,Sofia Coppola,Tom Hanks,140
Movie 5086,Sci-Fi,2023,231,673,5.4,Quentin Tarantino,Denzel Washington,154
Movie 5087,Documentary,2009,173,69,5.5,Christopher Nolan,Leonardo DiCaprio,176
Movie 5088,Sci-Fi,2001,275,6,8.0,Steven Spielberg,Natalie Portman,172
Movie 5089,Comedy,1984,236,727,3.7,Wes Anderson,Leonardo DiCaprio,123
Movie 5090,Animation,2022,15,83,6.2,Steven Spielberg,Brad Pitt,117
Movie 5091,Sci-Fi,1983,54,138,5.5,Christopher Nolan,Emma Stone,79
Movie 5092,Comedy,2019,26,203,6.1,Steven Spielberg,Natalie Portman,127
Movie 5093,Romance,2019,186,997,4.6,Wes Anderson,Tom Hanks,163
Movie 5094,Thriller,2017,38,540,8.0,Greta Gerwig,Robert Downey Jr.,85
Movie 5095,Sci-Fi,2012,55,149,4.3,Quentin Tarantino,Denzel Washington,114
Movie 5096,Thriller,2004,97,148,6.5,Jordan Peele,Robert Downey Jr.,120
Movie 5097,Sci-Fi,2005,11,534,8.7,Sofia Coppola,Tom Hanks,139
Movie 5098,Drama,1998,193,681,6.7,Jordan Peele,Christian Bale,110
Movie 5099,Thriller,1982,186,692,5.0,Martin Scorsese,Natalie Portman,127
Movie 5100,Drama,2008,50,891,6.5,Sofia Coppola,Leonardo DiCaprio,98
Movie 5101,Action,2006,120,702,6.9,Steven Spielberg,Emma Stone,86
Movie 5102,Horror,1997,97,847,9.1,Jordan Peele,Natalie Portman,151
Movie 5103,Romance,2018,104,23,4.1,Greta Gerwig,Brad Pitt,179
Movie 5104,Romance,2003,189,918,5.9,Steven Spielberg,Christian Bale,154
Movie 5105,Sci-Fi,2018,117,512,4.0,Steven Spielberg,Christian Bale,164
Movie 5106,Documentary,2003,147,885,9.2,Sofia Coppola,Christian Bale,148
Movie 5107,Romance,2012,256,543,6.4,Christopher Nolan,Emma Stone,169
Movie 5108,Animation,1980,105,641,9.0,Sofia Coppola,Scarlett Johansson,83
Movie 5109,Horror,2022,103,226,9.5,Greta Gerwig,Meryl Streep,145
Movie 5110,Horror,2021,269,716,5.9,Steven Spielberg,Natalie Portman,77
Movie 5111,Action,1984,22,633,6.7,Jordan Peele,Robert Downey Jr.,116
Movie 5112,Thriller,2012,215,540,8.7,James Cameron,Christian Bale,76
Movie 5113,Documentary,1999,187,780,4.7,Sofia Coppola,Brad Pitt,108
Movie 5114,Documentary,2008,116,425,8.9,Christopher Nolan,Emma Stone,140
Movie 5115,Documentary,2014,219,28,7.1,Martin Scorsese,Christian Bale,96
Movie 5116,Documentary,1983,227,534,4.9,Wes Anderson,Meryl Streep,138
Movie 5117,Drama,1996,277,768,7.3,Greta Gerwig,Natalie Portman,84
Movie 5118,Comedy,1986,237,238,5.0,Denis Villeneuve,Natalie Portman,87
Movie 5119,Drama,1984,210,220,7.0,Denis Villeneuve,Denzel Washington,158
Movie 5120,Drama,1984,20,294,8.9,Martin Scorsese,Brad Pitt,79
Movie 5121,Thriller,1988,143,127,8.9,Sofia Coppola,Tom Hanks,153
Movie 5122,Drama,2014,220,280,5.1,James Cameron,Brad Pitt,151
Movie 5123,Action,1998,36,914,7.6,Quentin Tarantino,Leonardo DiCaprio,153
Movie 5124,Romance,1992,58,633,6.8,Greta Gerwig,Leonardo DiCaprio,166
Movie 5125,Animation,2013,266,674,6.2,James Cameron,Denzel Washington,126
Movie 5126,Comedy,1984,254,417,6.5,Martin Scorsese,Christian Bale,82
Movie 5127,Thriller,2008,189,529,6.6,Wes Anderson,Robert Downey Jr.,164
Movie 5128,Animation,1988,261,82,5.4,Sofia Coppola,Robert Downey Jr.,145
Movie 5129,Action,1995,77,86,5.8,Christopher Nolan,Robert Downey Jr.,138
Movie 5130,Romance,2015,27,707,9.4,James Cameron,Meryl Streep,104
Movie 5131,Romance,2012,90,268,8.4,Jordan Peele,Leonardo DiCaprio,129
Movie 5132,Documentary,2014,269,850,3.8,James Cameron,Leonardo DiCaprio,116
Movie 5133,Animation,1990,148,811,4.4,Sofia Coppola,Scarlett Johansson,93
Movie 5134,Horror,2008,198,340,8.1,Sofia Coppola,Denzel Washington,164
Movie 5135,Comedy,1989,123,238,9.0,Martin Scorsese,Scarlett Johansson,122
Movie 5136,Drama,2012,220,169,6.2,James Cameron,Tom Hanks,117
Movie 5137,Action,2002,14,863,3.8,Quentin Tarantino,Emma Stone,169
Movie 5138,Romance,1996,228,131,4.0,Jordan Peele,Brad Pitt,131
Movie 5139,Horror,2018,170,878,8.8,Wes Anderson,Tom Hanks,143
Movie 5140,Sci-Fi,2014,201,131,9.2,Steven Spielberg,Emma Stone,79
Movie 5141,Action,1991,67,540,7.8,Denis Villeneuve,Emma Stone,173
Movie 5142,Comedy,2019,159,6,6.5,Jordan Peele,Meryl Streep,139
Movie 5143,Romance,2022,287,418,7.4,Denis Villeneuve,Natalie Portman,110
Movie 5144,Sci-Fi,2004,101,64,6.4,Steven Spielberg,Christian Bale,76
Movie 5145,Romance,2000,231,64,9.4,Jordan Peele,Denzel Washington,93
Movie 5146,Drama,2008,205,178,9.5,Quentin Tarantino,Christian Bale,153
Movie 5147,Horror,1996,106,637,8.1,Denis Villeneuve,Scarlett Johansson,178
Movie 5148,Comedy,1989,151,908,8.7,Wes Anderson,Meryl Streep,99
Movie 5149,Action,2015,213,93,3.8,James Cameron,Christian Bale,159
Movie 5150,Drama,1995,59,212,4.0,Steven Spielberg,Meryl Streep,119
Movie 5151,Comedy,2006,14,139,3.8,Christopher Nolan,Scarlett Johansson,137
Movie 5152,Action,2000,66,220,5.0,James Cameron,Leonardo DiCaprio,129
Movie 5153,Animation,1998,118,681,6.5,Denis Villeneuve,Scarlett Johansson,86
Movie 5154,Horror,2020,177,696,6.9,Jordan Peele,Scarlett Johansson,80
Movie 5155,Drama,2013,251,953,9.0,James Cameron,Robert Downey Jr.,153
Movie 5156,Drama,1983,289,318,4.6,Wes Anderson,Christian Bale,107
Movie 5157,Horror,1992,9,127,4.8,Greta Gerwig,Natalie Portman,128
Movie 5158,Horror,2012,83,921,5.7,Denis Villeneuve,Scarlett Johansson,166
Movie 5159,Thriller,2002,190,620,4.8,Quentin Tarantino,Meryl Streep,179
Movie 5160,Animation,2020,15,51,8.0,Christopher Nolan,Natalie Portman,147
Movie 5161,Sci-Fi,2016,79,373,5.4,Steven Spielberg,Scarlett Johansson,145
Movie 5162,Comedy,1988,73,696,4.2,Steven Spielberg,Emma Stone,147
Movie 5163,Sci-Fi,2015,224,919,7.3,Greta Gerwig,Denzel Washington,95
Movie 5164,Thriller,1996,255,299,5.5,Greta Gerwig,Leonardo DiCaprio,150
Movie 5165,Romance,1992,91,697,7.9,Greta Gerwig,Meryl Streep,81
Movie 5166,Horror,2017,189,701,5.9,Christopher Nolan,Leonardo DiCaprio,113
Movie 5167,Thriller,2008,66,280,7.1,Quentin Tarantino,Tom Hanks,122
Movie 5168,Sci-Fi,1990,99,494,6.1,Steven Spielberg,Natalie Portman,167
Movie 5169,Drama,1987,212,434,4.0,James Cameron,Tom Hanks,122
Movie 5170,Documentary,2018,171,644,4.9,Greta Gerwig,Natalie Portman,149
Movie 5171,Comedy,2016,4,605,4.7,Christopher Nolan,Scarlett Johansson,172
Movie 5172,Sci-Fi,2008,218,687,8.1,Sofia Coppola,Emma Stone,176
Movie 5173,Action,1981,258,849,8.8,Denis Villeneuve,Tom Hanks,117
Movie 5174,Drama,1983,35,46,9.2,Denis Villeneuve,Brad Pitt,162
Movie 5175,Drama,1986,13,747,8.6,Jordan Peele,Leonardo DiCaprio,111
Movie 5176,Animation,2023,151,999,7.4,Greta Gerwig,Tom Hanks,81
Movie 5177,Thriller,1981,23,431,9.2,Wes Anderson,Robert Downey Jr.,153
Movie 5178,Sci-Fi,2001,174,861,4.3,James Cameron,Leonardo DiCaprio,82
Movie 5179,Documentary,2009,174,791,9.1,Denis Villeneuve,Scarlett Johansson,131
Movie 5180,Sci-Fi,1987,66,966,5.7,Martin Scorsese,Tom Hanks,131
Movie 5181,Action,1980,68,707,6.7,James Cameron,Brad Pitt,105
Movie 5182,Comedy,1997,192,725,7.9,Christopher Nolan,Tom Hanks,141
Movie 5183,Action,1980,218,553,6.1,James Cameron,Brad Pitt,163
Movie 5184,Comedy,1989,90,333,8.7,Steven Spielberg,Emma Stone,133
Movie 5185,Comedy,1984,102,246,7.1,Wes Anderson,Meryl Streep,138
Movie 5186,Horror,2018,80,915,7.9,Jordan Peele,Christian Bale,153
Movie 5187,Animation,1983,298,853,8.0,Wes Anderson,Leonardo DiCaprio,177
Movie 5188,Sci-Fi,2022,213,699,7.3,Quentin Tarantino,Scarlett Johansson,87
Movie 5189,Thriller,2022,5,908,6.1,Quentin Tarantino,Emma Stone,152
Movie 5190,Documentary,2016,128,21,6.4,Steven Spielberg,Robert Downey Jr.,155
Movie 5191,Action,2003,239,757,8.7,Greta Gerwig,Natalie Portman,95
Movie 5192,Action,1990,150,334,9.3,Steven Spielberg,Emma Stone,108
Movie 5193,Horror,1985,53,409,5.4,Quentin Tarantino,Leonardo DiCaprio,101
Movie 5194,Romance,1981,97,112,5.2,Christopher Nolan,Natalie Portman,125
Movie 5195,Animation,2008,108,980,5.8,James Cameron,Leonardo DiCaprio,155
Movie 5196,Animation,2002,53,29,3.5,Denis Villeneuve,Meryl Streep,107
Movie 5197,Horror,2005,118,281,5.3,Greta Gerwig,Natalie Portman,102
Movie 5198,Action,2023,146,361,8.8,James Cameron,Meryl Streep,130
Movie 5199,Action,2023,211,777,9.0,Christopher Nolan,Denzel Washington,100
Movie 5200,Action,2000,261,990,4.7,Sofia Coppola,Leonardo DiCaprio,172
Movie 5201,Thriller,2010,138,143,8.5,Martin Scorsese,Robert Downey Jr.,159
Movie 5202,Sci-Fi,2018,58,90,5.6,Quentin Tarantino,Brad Pitt,101
Movie 5203,Action,1994,16,276,4.3,Denis Villeneuve,Brad Pitt,152
Movie 5204,Thriller,2005,237,323,5.9,James Cameron,Tom Hanks,75
Movie 5205,Thriller,2022,70,139,4.5,Christopher Nolan,Leonardo DiCaprio,155
Movie 5206,Romance,2009,282,239,7.8,Sofia Coppola,Emma Stone,75
Movie 5207,Drama,2014,157,959,9.4,Denis Villeneuve,Natalie Portman,149
Movie 5208,Comedy,1998,262,702,9.0,Greta Gerwig,Natalie Portman,167
Movie 5209,Romance,2005,179,435,6.9,Martin Scorsese,Natalie Portman,96
Movie 5210,Horror,2005,102,477,4.7,Quentin Tarantino,Scarlett Johansson,76
Movie 5211,Action,1993,267,76,9.4,Denis Villeneuve,Christian Bale,94
Movie 5212,Romance,1989,185,651,8.0,Christopher Nolan,Robert Downey Jr.,151
Movie 5213,Comedy,2018,286,277,9.0,Jordan Peele,Emma Stone,141
Movie 5214,Thriller,1996,262,266,3.8,Quentin Tarantino,Meryl Streep,147
Movie 5215,Thriller,1981,227,541,3.6,Christopher Nolan,Meryl Streep,104
Movie 5216,Comedy,1993,89,724,9.0,James Cameron,Robert Downey Jr.,82
Movie 5217,Comedy,2021,281,917,7.5,Sofia Coppola,Denzel Washington,81
Movie 5218,Drama,2020,38,802,3.8,Martin Scorsese,Natalie Portman,126
Movie 5219,Action,2001,246,450,4.8,Wes Anderson,Natalie Portman,76
Movie 5220,Thriller,2008,33,672,5.7,James Cameron,Denzel Washington,113
Movie 5221,Action,2019,248,432,6.4,Wes Anderson,Brad Pitt,168
Movie 5222,Romance,2003,223,635,8.1,Quentin Tarantino,Natalie Portman,141
Movie 5223,Animation,2008,119,970,4.1,Christopher Nolan,Emma Stone,145
Movie 5224,Romance,2022,75,785,6.3,James Cameron,Brad Pitt,124
Movie 5225,Comedy,1983,110,784,5.0,Steven Spielberg,Brad Pitt,90
Movie 5226,Documentary,1992,124,399,3.9,Christopher Nolan,Robert Downey Jr.,141
Movie 5227,Documentary,2006,230,43,4.5,James Cameron,Denzel Washington,100
Movie 5228,Action,1989,62,784,7.8,Denis Villeneuve,Leonardo DiCaprio,87
Movie 5229,Horror,2000,255,275,8.8,Denis Villeneuve,Denzel Washington,137
Movie 5230,Documentary,1990,47,602,3.7,Steven Spielberg,Brad Pitt,86
Movie 5231,Thriller,2005,187,978,4.6,Wes Anderson,Leonardo DiCaprio,101
Movie 5232,Horror,2023,148,401,4.9,Martin Scorsese,Tom Hanks,117
Movie 5233,Sci-Fi,2013,252,400,5.1,Steven Spielberg,Meryl Streep,112
Movie 5234,Drama,1983,199,777,5.0,Christopher Nolan,Tom Hanks,147
Movie 5235,Animation,1988,278,447,7.0,Sofia Coppola,Robert Downey Jr.,120
Movie 5236,Animation,1999,195,239,7.6,Steven Spielberg,Emma Stone,135
Movie 5237,Sci-Fi,2023,295,251,7.2,Quentin Tarantino,Christian Bale,78
Movie 5238,Thriller,1981,141,548,9.4,Christopher Nolan,Brad Pitt,146
Movie 5239,Romance,2016,116,32,7.3,Wes Anderson,Emma Stone,174
Movie 5240,Animation,2015,105,324,8.6,Quentin Tarantino,Natalie Portman,133
Movie 5241,Drama,1996,285,696,4.2,Martin Scorsese,Leonardo DiCaprio,147
Movie 5242,Animation,1985,251,63,7.6,James Cameron,Leonardo DiCaprio,83
Movie 5243,Sci-Fi,2001,94,228,4.3,Sofia Coppola,Scarlett Johansson,99
Movie 5244,Sci-Fi,2004,223,495,4.7,Sofia Coppola,Leonardo DiCaprio,138
Movie 5245,Drama,2014,207,911,4.9,Wes Anderson,Robert Downey Jr.,79
Movie 5246,Romance,1980,87,265,4.5,Quentin Tarantino,Christian Bale,143
Movie 5247,Action,2022,282,263,9.0,Sofia Coppola,Robert Downey Jr.,93
Movie 5248,Romance,1999,116,451,4.8,Greta Gerwig,Christian Bale,138
Movie 5249,Drama,2003,48,673,7.5,Denis Villeneuve,Christian Bale,155
Movie 5250,Horror,2023,22,401,4.3,Jordan Peele,Meryl Streep,123
Movie 5251,Thriller,2016,9,670,9.2,Steven Spielberg,Emma Stone,94
Movie 5252,Horror,2020,115,898,7.7,Steven Spielberg,Tom Hanks,93
Movie 5253,Drama,2000,113,95,8.3,Greta Gerwig,Christian Bale,129
Movie 5254,Horror,1998,97,66,6.7,Quentin Tarantino,Meryl Streep,104
Movie 5255,Sci-Fi,2022,168,763,6.7,Quentin Tarantino,Scarlett Johansson,130
Movie 5256,Sci-Fi,2010,207,882,7.7,James Cameron,Natalie Portman,164
Movie 5257,Thriller,2017,186,681,8.3,Christopher Nolan,Meryl Streep,160
Movie 5258,Drama,2001,49,361,7.7,Steven Spielberg,Leonardo DiCaprio,96
Movie 5259,Animation,1981,37,907,5.6,Wes Anderson,Emma Stone,131
Movie 5260,Sci-Fi,1982,129,627,5.6,Denis Villeneuve,Christian Bale,83
Movie 5261,Horror,2004,112,252,6.0,Wes Anderson,Emma Stone,138
Movie 5262,Action,1983,211,888,8.3,Jordan Peele,Meryl Streep,166
